math,eng,state,years
321,551,Iowa,2019
328,224,Mississippi,2019
658,727,Maryland,2021
535,622,Massachusetts,2019
590,540,Montana,2020
675,288,Maine,2021
684,352,South Carolina,2019
659,740,Louisiana,2020
681,506,Kentucky,2021
407,687,Georgia,2021
355,639,Georgia,2020
274,684,South Carolina,2021
685,648,Utah,2021
273,293,Maine,2019
636,353,Michigan,2020
513,566,Arkansas,2020
500,641,Washington,2019
615,605,New York,2021
235,472,Wisconsin,2019
688,787,Virginia,2021
658,544,New Mexico,2020
206,700,Alaska,2019
503,289,Wisconsin,2019
282,608,Hawaii,2020
726,646,Georgia,2020
753,584,Virginia,2021
363,496,New York,2021
250,646,Iowa,2021
210,337,Vermont,2019
631,750,Pennsylvania,2020
389,227,Utah,2019
321,664,New Jersey,2020
507,613,Michigan,2020
443,445,Kansas,2019
789,389,Indiana,2020
431,589,South Carolina,2019
730,633,West Virginia,2019
343,645,Idaho,2019
339,704,New Mexico,2020
407,527,Iowa,2021
533,574,West Virginia,2019
415,552,Ohio,2021
449,420,Rhode Island,2021
557,631,Alabama,2021
329,673,South Dakota,2019
641,670,Minnesota,2020
404,464,Tennessee,2019
564,315,Delaware,2019
580,375,Pennsylvania,2021
437,657,Kansas,2021
585,414,Colorado,2021
772,389,Arizona,2019
444,796,Arkansas,2019
762,454,New York,2020
331,267,Idaho,2021
264,676,California,2021
699,539,Minnesota,2019
588,623,New Mexico,2020
372,760,Colorado,2019
673,524,New Hampshire,2021
640,289,Nevada,2021
344,239,Louisiana,2019
555,781,California,2020
756,263,New Jersey,2019
350,667,Arkansas,2020
367,432,Utah,2020
428,582,Iowa,2020
438,293,Washington,2019
568,342,Delaware,2020
519,737,Oklahoma,2021
661,785,Georgia,2021
529,598,Mississippi,2021
423,565,Alabama,2020
442,407,New York,2019
443,710,Virginia,2019
759,614,Georgia,2019
591,305,Florida,2021
643,683,North Carolina,2019
229,620,Pennsylvania,2019
506,718,South Dakota,2020
635,451,Idaho,2019
595,400,Ohio,2019
591,565,Oregon,2020
686,776,Arkansas,2019
445,400,New Hampshire,2021
475,434,New Hampshire,2020
540,275,Nevada,2019
794,426,Colorado,2021
261,229,Alabama,2020
425,427,Missouri,2021
700,538,North Dakota,2020
304,613,North Carolina,2019
265,336,California,2021
621,331,Utah,2020
611,797,Maryland,2020
398,457,Illinois,2019
501,335,Utah,2019
219,269,Missouri,2019
652,550,Nebraska,2019
730,230,Montana,2020
329,490,Nebraska,2019
648,609,Maryland,2021
660,603,Maine,2020
559,384,New York,2021
569,339,Washington,2019
698,726,Massachusetts,2021
556,209,Kansas,2020
394,284,Maine,2021
731,563,New Hampshire,2019
660,224,Kansas,2019
482,584,Iowa,2020
778,756,Mississippi,2019
434,499,Utah,2020
643,456,Nebraska,2020
384,420,Iowa,2020
419,608,Washington,2021
364,535,Idaho,2019
448,757,Oklahoma,2019
248,542,Tennessee,2020
565,450,Mississippi,2019
280,604,Idaho,2019
513,200,Tennessee,2020
540,505,Nevada,2019
664,544,Arizona,2020
374,222,New Jersey,2020
582,391,Maine,2021
563,683,Alabama,2021
547,764,Arkansas,2020
363,250,Vermont,2020
319,608,Georgia,2020
247,591,Florida,2019
310,758,Utah,2019
360,754,Kansas,2020
430,567,Illinois,2020
438,605,Oregon,2020
280,511,Ohio,2019
780,417,Vermont,2019
343,784,New York,2019
710,413,Florida,2020
482,537,Illinois,2020
222,472,Virginia,2021
733,265,Colorado,2021
555,749,Georgia,2021
218,752,Missouri,2021
604,692,Louisiana,2019
205,245,Alaska,2021
413,376,Rhode Island,2021
382,609,Georgia,2019
445,242,Georgia,2020
246,301,Montana,2019
208,593,North Dakota,2021
441,347,New Mexico,2019
681,343,Tennessee,2021
572,326,Minnesota,2021
358,704,Arizona,2020
690,318,New York,2020
661,237,Alaska,2021
433,598,Ohio,2019
724,722,Mississippi,2019
533,731,Nebraska,2021
791,389,Missouri,2021
511,226,Kansas,2020
628,676,Washington,2020
499,373,Massachusetts,2019
378,559,Arkansas,2021
277,684,North Dakota,2019
250,780,South Dakota,2021
609,627,New Jersey,2020
316,539,Utah,2021
308,489,Arkansas,2021
265,314,Rhode Island,2021
628,649,Texas,2019
528,213,Tennessee,2019
596,776,Nevada,2021
284,541,Minnesota,2019
526,491,Connecticut,2019
296,237,Maryland,2019
295,486,Nebraska,2019
315,500,South Dakota,2019
211,518,South Carolina,2019
519,618,New Hampshire,2019
527,497,Vermont,2020
577,378,West Virginia,2021
389,478,Vermont,2021
384,616,Pennsylvania,2021
259,320,Texas,2021
763,517,Illinois,2019
733,725,Tennessee,2019
303,562,Florida,2020
568,303,Arizona,2021
756,528,Iowa,2019
591,768,Virginia,2021
775,654,North Dakota,2021
578,497,Rhode Island,2020
698,798,Georgia,2020
601,498,South Carolina,2021
614,762,Michigan,2021
294,711,New Mexico,2020
791,727,Alaska,2021
494,481,Arkansas,2020
445,263,New York,2020
381,557,Wyoming,2019
465,477,Iowa,2019
268,379,Kansas,2021
542,605,Georgia,2021
763,420,South Dakota,2019
737,236,Connecticut,2020
272,404,Oklahoma,2021
519,462,West Virginia,2020
314,384,Arkansas,2020
378,227,New York,2020
797,619,Delaware,2020
503,344,New Jersey,2019
609,605,Nebraska,2020
677,719,Texas,2019
320,716,Colorado,2019
714,474,Michigan,2020
686,344,North Carolina,2019
386,238,Wyoming,2020
464,525,Rhode Island,2021
793,529,Massachusetts,2020
355,213,Wisconsin,2020
513,451,Maine,2019
425,666,Mississippi,2020
590,344,Mississippi,2020
553,578,Texas,2020
557,443,Indiana,2019
323,343,West Virginia,2020
644,574,Nebraska,2021
539,762,Utah,2021
735,703,Texas,2021
688,233,New York,2021
690,431,Georgia,2019
488,521,Kentucky,2021
670,313,Maine,2020
505,363,Oregon,2019
627,683,Connecticut,2021
784,579,New York,2021
387,262,Michigan,2020
624,625,Delaware,2019
772,752,New Jersey,2019
596,488,California,2021
525,293,Missouri,2020
666,253,Nevada,2019
222,297,Hawaii,2021
408,717,Florida,2019
248,654,Wyoming,2020
661,474,Oregon,2021
777,585,Hawaii,2019
797,330,Tennessee,2019
254,274,Louisiana,2021
793,407,South Dakota,2019
521,212,Michigan,2021
626,383,Missouri,2021
727,244,South Carolina,2021
516,454,Oklahoma,2019
280,563,Pennsylvania,2021
720,646,Maryland,2021
293,409,California,2020
456,748,Maryland,2019
564,431,Louisiana,2021
252,284,Alaska,2021
597,520,Kansas,2019
604,300,Alabama,2019
680,234,Florida,2019
412,538,Arkansas,2021
725,680,West Virginia,2021
752,335,North Dakota,2020
703,234,Florida,2019
483,439,Nebraska,2020
204,498,Washington,2020
388,308,Alabama,2020
278,244,Alaska,2021
666,385,Minnesota,2020
322,458,Arizona,2020
738,634,California,2020
717,594,New Mexico,2019
561,428,Florida,2021
791,572,Missouri,2020
773,711,Nevada,2019
482,477,Indiana,2021
638,674,Massachusetts,2019
757,662,South Dakota,2019
769,367,Idaho,2019
483,529,Louisiana,2019
583,577,New Hampshire,2020
706,582,New Jersey,2019
654,756,Colorado,2021
400,200,New Jersey,2021
634,360,Nebraska,2019
371,700,West Virginia,2021
254,603,Rhode Island,2021
210,729,Illinois,2019
690,585,New York,2020
377,561,Idaho,2019
625,755,Connecticut,2019
462,354,Rhode Island,2021
675,469,Delaware,2019
496,276,Arizona,2021
414,708,Massachusetts,2019
525,751,Maryland,2021
503,757,Montana,2020
625,589,North Carolina,2021
636,292,Iowa,2019
240,268,Mississippi,2021
634,775,Michigan,2019
398,281,Arizona,2019
712,551,Delaware,2019
529,275,Nebraska,2020
677,479,West Virginia,2020
790,485,Louisiana,2021
368,392,Nevada,2021
525,448,Georgia,2020
720,457,Maryland,2020
219,499,Washington,2020
363,693,Missouri,2020
519,451,Virginia,2020
491,230,Idaho,2020
487,692,Alabama,2021
554,506,Colorado,2021
767,638,Maryland,2019
532,275,Maryland,2021
410,504,Utah,2020
593,735,Wisconsin,2021
469,506,North Dakota,2019
202,603,New Hampshire,2019
765,546,California,2019
654,496,Colorado,2021
445,583,Ohio,2020
274,389,Kentucky,2021
229,538,Massachusetts,2020
235,378,Utah,2019
420,482,Arkansas,2020
434,773,West Virginia,2020
429,397,Utah,2020
565,250,Alaska,2020
461,584,Nevada,2020
729,468,Illinois,2021
457,416,Washington,2020
414,527,South Dakota,2019
399,468,Mississippi,2020
598,467,New Jersey,2020
621,652,Idaho,2021
202,447,Louisiana,2021
749,698,Alabama,2019
668,477,Illinois,2020
283,497,Alaska,2020
750,260,Florida,2020
471,748,California,2021
491,378,North Dakota,2020
629,680,Tennessee,2021
506,737,Mississippi,2021
389,654,California,2019
665,317,Missouri,2021
319,655,Maryland,2019
708,696,New Hampshire,2019
242,795,Texas,2021
745,447,Kentucky,2020
786,256,Colorado,2021
356,708,Pennsylvania,2020
685,263,North Carolina,2021
248,343,North Carolina,2019
609,737,Montana,2020
411,362,Utah,2021
606,483,Arkansas,2019
708,256,Virginia,2020
382,302,North Dakota,2020
668,569,Connecticut,2021
516,729,Wyoming,2020
432,735,Utah,2019
746,344,Hawaii,2021
618,767,Oklahoma,2020
556,373,Tennessee,2020
244,782,South Dakota,2021
690,313,Michigan,2020
366,710,Texas,2020
780,217,Alabama,2021
448,491,Kansas,2020
224,289,North Dakota,2021
269,449,Mississippi,2020
566,459,Wisconsin,2020
371,460,Arizona,2021
385,290,Missouri,2019
614,360,Alabama,2020
512,346,Maryland,2021
345,466,Tennessee,2020
533,214,California,2021
439,744,New Hampshire,2019
430,202,Missouri,2020
765,566,West Virginia,2021
742,714,Minnesota,2021
452,398,California,2021
650,649,Alabama,2021
404,472,South Carolina,2019
589,475,Kentucky,2019
553,423,Mississippi,2019
508,365,Illinois,2019
687,541,Tennessee,2020
285,536,Arizona,2020
485,225,Kentucky,2019
691,441,Arkansas,2020
402,272,Missouri,2019
416,328,Maine,2020
433,425,Pennsylvania,2019
649,372,Vermont,2019
614,428,Alabama,2019
490,367,Kansas,2021
528,326,Massachusetts,2019
304,655,South Carolina,2021
610,463,Mississippi,2019
329,518,Connecticut,2019
527,211,California,2021
205,467,Maine,2020
517,711,Indiana,2019
347,314,New Mexico,2021
747,545,Tennessee,2019
628,799,Idaho,2019
370,436,Tennessee,2020
415,456,Delaware,2019
662,567,Missouri,2020
799,344,Michigan,2020
683,457,Tennessee,2019
529,442,Virginia,2020
437,391,Maine,2021
240,224,Illinois,2019
443,679,Colorado,2021
221,327,Maryland,2021
553,243,South Carolina,2019
449,654,New Mexico,2021
780,406,California,2021
599,337,New Hampshire,2019
517,795,Connecticut,2019
370,662,New Mexico,2019
512,799,Arizona,2020
243,297,Vermont,2019
409,353,Colorado,2021
637,620,Massachusetts,2021
702,332,Florida,2019
725,714,South Dakota,2020
377,514,Minnesota,2021
693,379,New York,2021
749,345,Tennessee,2020
265,624,New Jersey,2020
474,443,Maine,2021
284,630,New Hampshire,2021
621,522,Rhode Island,2021
735,528,Alaska,2020
755,398,South Dakota,2021
758,508,Idaho,2019
664,341,Connecticut,2019
295,718,North Dakota,2020
585,253,Wyoming,2021
550,673,Nebraska,2021
389,733,North Dakota,2019
457,724,Alaska,2020
638,452,Alaska,2020
502,292,New Hampshire,2019
418,617,Colorado,2021
299,756,Tennessee,2020
510,448,Georgia,2021
534,339,North Carolina,2021
613,749,Rhode Island,2020
366,730,Louisiana,2019
330,641,North Dakota,2019
637,439,Louisiana,2020
707,240,South Carolina,2021
268,691,Vermont,2019
221,537,Idaho,2021
491,680,Georgia,2020
639,500,Indiana,2021
687,722,Idaho,2021
618,474,Maine,2019
271,378,Delaware,2021
374,403,Kentucky,2019
706,511,Delaware,2021
355,781,Georgia,2020
627,691,Arizona,2021
549,260,Florida,2019
592,307,Arizona,2019
506,292,Idaho,2020
564,487,North Dakota,2020
496,633,Tennessee,2020
693,577,North Dakota,2020
260,208,New Hampshire,2019
789,742,Maryland,2021
217,202,Arizona,2019
411,746,South Carolina,2021
780,215,Arkansas,2021
467,570,South Dakota,2019
211,247,North Dakota,2020
574,210,Minnesota,2019
634,546,Arkansas,2019
524,714,Utah,2021
608,294,New Jersey,2021
596,565,Massachusetts,2019
692,298,North Carolina,2019
364,654,Virginia,2019
417,541,Ohio,2020
405,327,New Jersey,2021
405,635,Vermont,2020
394,520,Tennessee,2019
408,552,Oklahoma,2019
339,615,Connecticut,2020
667,379,New Hampshire,2019
523,482,Ohio,2021
714,373,Arkansas,2020
474,533,Connecticut,2020
464,621,Maine,2020
449,530,Oregon,2019
561,381,Nevada,2020
493,360,Colorado,2020
749,301,Missouri,2021
362,389,Mississippi,2020
368,569,Alaska,2019
346,424,Rhode Island,2019
754,324,Idaho,2020
537,406,Utah,2019
694,593,Alabama,2021
482,715,Georgia,2020
589,555,South Dakota,2019
490,385,Massachusetts,2021
687,724,New Jersey,2021
397,661,Alaska,2020
678,501,South Carolina,2021
469,682,Mississippi,2019
599,209,Nebraska,2020
396,731,South Carolina,2019
393,484,Georgia,2019
341,744,Delaware,2021
681,441,Arizona,2021
356,547,South Carolina,2020
742,448,Massachusetts,2019
370,705,Nebraska,2020
508,585,Alaska,2020
786,794,Wyoming,2019
504,650,North Carolina,2020
448,503,Virginia,2020
366,525,Rhode Island,2019
400,307,Hawaii,2019
442,600,Alabama,2020
455,682,Indiana,2019
662,412,Louisiana,2021
373,781,West Virginia,2019
565,349,Nevada,2019
247,473,Indiana,2021
785,304,Minnesota,2021
575,646,Alabama,2021
330,739,Utah,2021
246,446,Michigan,2019
571,667,Alaska,2021
432,752,Arizona,2021
535,240,Rhode Island,2020
201,257,Louisiana,2020
309,541,North Carolina,2020
627,351,Illinois,2020
521,717,Virginia,2020
316,439,Rhode Island,2019
371,221,New Mexico,2021
586,320,Alabama,2020
217,282,Utah,2019
301,446,Alabama,2021
524,506,Missouri,2019
534,547,Nebraska,2021
551,569,North Carolina,2021
391,585,Washington,2020
273,759,South Dakota,2019
320,265,Arizona,2021
342,213,North Carolina,2020
296,632,Missouri,2020
617,573,Mississippi,2021
405,229,Connecticut,2021
755,205,Alabama,2019
501,241,Oregon,2020
513,499,North Carolina,2021
615,626,Ohio,2020
717,676,Maine,2019
440,499,New Mexico,2020
510,481,Florida,2021
283,590,Nebraska,2019
374,288,Montana,2021
603,701,Connecticut,2020
576,472,Louisiana,2021
648,361,Virginia,2020
271,273,Tennessee,2021
436,751,New Jersey,2020
680,459,Pennsylvania,2020
418,747,Colorado,2019
768,418,Utah,2019
289,322,Alabama,2019
375,374,Vermont,2020
667,406,Louisiana,2021
348,522,Tennessee,2021
693,635,Texas,2020
534,212,Florida,2021
571,255,Michigan,2021
748,606,Montana,2021
321,281,Alabama,2021
512,439,Alaska,2019
231,336,New Jersey,2020
224,547,Pennsylvania,2020
473,219,Hawaii,2020
476,308,Wyoming,2020
771,694,Iowa,2020
280,368,Colorado,2021
538,557,Ohio,2020
635,383,Hawaii,2021
213,476,Indiana,2019
467,283,Delaware,2020
341,278,Iowa,2019
681,235,Alabama,2021
668,276,Rhode Island,2019
545,514,Wisconsin,2020
476,249,Montana,2019
333,758,Kansas,2019
251,676,Vermont,2019
781,352,Washington,2021
439,588,Iowa,2019
341,660,Utah,2021
361,751,New Jersey,2019
498,491,Idaho,2019
795,567,Idaho,2021
666,319,Delaware,2021
580,333,Tennessee,2021
380,446,Indiana,2019
456,500,Arkansas,2019
611,387,Washington,2020
757,695,Iowa,2019
620,262,Hawaii,2021
432,724,Utah,2020
798,543,South Dakota,2020
630,714,Indiana,2020
703,388,Pennsylvania,2021
281,338,Alabama,2019
446,431,Iowa,2020
749,487,Rhode Island,2019
660,237,Vermont,2019
410,641,Missouri,2021
344,709,Louisiana,2020
416,354,North Carolina,2019
507,674,Rhode Island,2020
697,352,Wisconsin,2019
534,776,Hawaii,2019
717,251,Colorado,2020
738,552,Alabama,2019
498,275,Missouri,2021
752,280,Hawaii,2019
499,617,Kansas,2020
562,341,Georgia,2020
427,317,New York,2021
464,331,Arizona,2021
675,714,Nevada,2021
564,616,Arizona,2020
717,303,Oregon,2019
647,545,Maine,2019
403,799,Maryland,2019
258,643,Colorado,2021
582,419,Alabama,2020
516,237,Vermont,2019
603,777,Indiana,2019
410,770,Rhode Island,2019
270,577,Alabama,2021
645,213,Florida,2021
478,520,Louisiana,2020
350,665,Arkansas,2020
268,708,Wyoming,2020
422,599,Wyoming,2019
551,321,Kansas,2021
637,257,Hawaii,2021
707,510,Wisconsin,2021
682,322,California,2019
625,781,Wisconsin,2021
389,581,Oklahoma,2020
696,546,Washington,2020
431,624,Massachusetts,2020
285,463,Virginia,2019
251,755,Arizona,2019
526,621,New Hampshire,2021
292,510,Rhode Island,2019
679,532,Oregon,2019
316,451,Utah,2021
287,537,Vermont,2021
397,761,South Carolina,2019
568,283,New Mexico,2020
295,411,Mississippi,2020
330,487,California,2019
763,620,Alabama,2020
359,328,West Virginia,2021
501,441,Delaware,2020
293,712,South Dakota,2019
517,563,Michigan,2020
633,672,Alabama,2019
623,747,Illinois,2020
384,756,Indiana,2019
396,342,Alabama,2020
448,738,Oregon,2019
548,694,Rhode Island,2021
346,375,Missouri,2019
269,529,Nevada,2020
268,789,Hawaii,2019
349,516,Wyoming,2021
379,227,Maryland,2020
463,678,California,2019
343,672,Virginia,2019
511,265,South Dakota,2019
448,278,Alabama,2019
371,787,Georgia,2020
287,738,Wyoming,2021
263,515,Kentucky,2019
286,332,Oregon,2020
798,406,Tennessee,2020
295,383,Pennsylvania,2020
265,244,Virginia,2019
766,605,Louisiana,2020
661,318,Utah,2020
618,724,Oklahoma,2019
610,262,Arkansas,2020
267,531,Idaho,2021
473,248,Kansas,2021
747,602,Indiana,2021
231,319,Connecticut,2019
355,664,North Carolina,2020
635,258,Kentucky,2021
324,706,Arkansas,2020
383,428,Colorado,2020
343,513,New Jersey,2020
262,690,Tennessee,2020
534,552,South Dakota,2021
260,575,Connecticut,2020
508,340,West Virginia,2021
275,721,Vermont,2020
412,483,Pennsylvania,2021
723,766,Nebraska,2019
260,397,Colorado,2020
300,743,Alabama,2019
723,424,California,2020
548,748,Nevada,2019
353,402,Pennsylvania,2020
601,319,Texas,2020
243,374,Oklahoma,2021
593,309,New Mexico,2021
436,477,Montana,2019
353,202,Connecticut,2019
730,232,Utah,2021
593,361,Georgia,2019
318,442,Illinois,2020
562,487,North Dakota,2019
215,714,Mississippi,2020
581,753,Kansas,2021
720,275,Oklahoma,2021
277,649,Hawaii,2020
748,636,Hawaii,2020
630,653,Indiana,2020
337,759,Rhode Island,2020
706,390,Wisconsin,2020
463,795,Ohio,2021
620,228,Utah,2021
617,625,Oklahoma,2020
283,757,Massachusetts,2020
411,543,Arkansas,2021
278,389,New Hampshire,2019
219,683,New Jersey,2021
500,460,Arizona,2020
593,678,Colorado,2020
739,761,Oregon,2020
315,623,Arkansas,2019
406,335,Tennessee,2021
742,455,Oregon,2019
212,232,Nebraska,2020
767,742,Delaware,2019
235,547,Montana,2020
676,264,Michigan,2020
484,311,Wyoming,2021
644,288,Hawaii,2021
584,530,Montana,2020
231,225,Missouri,2021
565,300,New Hampshire,2019
784,251,South Carolina,2021
284,769,New Jersey,2020
631,542,Maine,2019
480,792,Arkansas,2019
634,683,Illinois,2019
715,581,New York,2019
275,413,North Carolina,2021
380,439,Wisconsin,2019
521,228,Missouri,2021
709,469,Maine,2021
308,647,South Carolina,2019
